ZdAId	ZdAName	ZdATown	ZdAPostalRegion
46802	Denton	Montigny-le-Bretonneux	78423
46803	Technocentre Le Gradient	Guyancourt	78297
57468	Jean de la Fontaine	Villepreux	78674
44355	Île de Loisirs - Centre Équestre	Trappes	78621
57778	Avenue de Dampierre	Le Mesnil-Saint-Denis	78397
57774	Général Leclerc	La Verrière	78644
57789	Collège Alexandre Dumas	Maurepas	78383
57783	Les Fontaines	Coignières	78168
57793	Sourderie - Hôtel de Ville	Montigny-le-Bretonneux	78423
57794	La Remise	Montigny-le-Bretonneux	78423
57795	Lycée Descartes	Montigny-le-Bretonneux	78423
57867	Collège Hélène Boucher	Voisins-le-Bretonneux	78688
57869	Romainville	Magny-les-Hameaux	78356
57877	La Chapelle Lacoste	Magny-les-Hameaux	78356
57887	Monument aux Morts	Guyancourt	78297
57888	Bouviers	Guyancourt	78297
57884	Les Roussières	Guyancourt	78297
57885	Haussmann	Guyancourt	78297
57894	Jean Bart	Voisins-le-Bretonneux	78688
57896	L.A. de Bougainville	Montigny-le-Bretonneux	78423
57800	Observatoire	Trappes	78621
57813	Emile Clapeyron	Trappes	78621
57821	Eugène Flachat	Trappes	78621
57822	Circuit Automobile	Trappes	78621
57825	Square de la Marche	Maurepas	78383
57831	Albert Camus	Trappes	78621
57839	Jean Baptiste Clément	Trappes	78621
57837	Centre Commercial Les Merisiers	Trappes	78621
57840	Van Gogh	Trappes	78621
57849	Simone Weil	Voisins-le-Bretonneux	78688
57856	Institut Franco-Japonais	Montigny-le-Bretonneux	78423
57859	Hôtel de Ville	Magny-les-Hameaux	78356
57904	Les Sangliers	Guyancourt	78297
57909	Henri Matisse	Guyancourt	78297
57922	Cours de l'Europe	Le Mesnil-Saint-Denis	78397
43394	Ida Nudel	Plaisir	78490
44673	Jacques Monod	Plaisir	78490
43434	Jean d'Alembert	Trappes	78621
43490	Jules Michelet	Guyancourt	78297
43480	Jonchères	Plaisir	78490
43461	Jean Moulin	Élancourt	78208
42222	Arletty	Bois-d'Arcy	78073
43502	Grille de l'Orangerie	Versailles	78646
44805	Salle des Fêtes	Plaisir	78490
43689	Les 25 Arpents	Saint-Rémy-lès-Chevreuse	78575
43670	Village	Guyancourt	78297
43622	Le Buisson	Magny-les-Hameaux	78356
43629	Le Corbusier	Guyancourt	78297
43777	Les Prés	Saint-Rémy-lès-Chevreuse	78575
484421	Ecole Militaire / République	Saint-Cyr-l'École	78545
43724	Les Cottages	Saint-Cyr-l'École	78545
43850	Lycée des Sept Mares	Maurepas	78383
43852	Lycée Emilie de Breteuil	Montigny-le-Bretonneux	78423
461859	Gymnase Jeu de Paume	Villepreux	78674
473590	Gare de Trappes	Trappes	78621
43965	Hôtel de Ville	Bois-d'Arcy	78073
42603	Chemin Vert	Bois-d'Arcy	78073
42815	Dampierre	Guyancourt	78297
473445	Gare de Plaisir-Les Clayes	Plaisir	78490
42953	E. Fontanier	Le Mesnil-Saint-Denis	78397
49099	Eglise	Bois-d'Arcy	78073
49180	Pyrénées	Villepreux	78674
49161	Berthelot	Plaisir	78490
49169	Valibout	Plaisir	78490
49165	Michel Ange	Plaisir	78490
49159	Le Buisson	Plaisir	78490
49157	La Chaîne	Plaisir	78490
49156	Léon Blum	Plaisir	78490
49155	Jean-Jacques Rousseau	Plaisir	78490
49117	L'Enclos	Les Clayes-sous-Bois	78165
49112	Place Gourmande	Les Clayes-sous-Bois	78165
49101	Hirbec	Bois-d'Arcy	78073
48723	Trou Salé	Toussus-le-Noble	78620
48762	Rond-Point Saint-Nicolas	Gometz-le-Châtel	91275
44652	Robinson	Le Plessis-Robinson	92060
58088	Victor Hugo	Jouy-en-Josas	78322
44242	Parc Orsay Université	Orsay	91471
54762	Moxouris	Le Chesnay	78158
473431	Gare du Petit Jouy	Les Loges-en-Josas	78343
46422	Les Loges Eglise	Les Loges-en-Josas	78343
42827	De Broglie	Orsay	91471
42437	Carnot	Verrières-le-Buisson	91645
473333	Porchefontaine / Octroi	Versailles	78646
50846	Petit Champlan	Champlan	91136
45145	Ruysdaël - Parc Monceau	Paris 8e	75108
48435	La Queue d'Oiseau	Les Ulis	91692
48645	Fourny	Buc	78117
48755	Maupertuis	Gif-sur-Yvette	91272
48760	Les Quinconces	Gif-sur-Yvette	91272
47047	Les Moulins	Gif-sur-Yvette	91272
48748	Croix de Fer	Gif-sur-Yvette	91272
478851	CentraleSupélec	Gif-sur-Yvette	91272
421889	Abbaye	Gif-sur-Yvette	91272
48664	Centre	Chevreuse	78160
43581	La Soulodière	Courson-Monteloup	91186
419157	Collège Molière	Chennevières-sur-Marne	94019
52488	Rue Maréchal / École	Étrépilly	77173
52440	Centre	Coulombs-en-Valois	77129
52402	Mairie	Barcy	77023
49774	Marronniers	Tremblay-en-France	93073
480958	Verdi	Tremblay-en-France	93073
46209	Rue du Marché	Sevran	93071
46167	Louis Coutant	Aulnay-sous-Bois	93005
46164	La Sablière	Aulnay-sous-Bois	93005
46146	Cottage	Drancy	93029
46142	Actipôle	Le Bourget	93013
46118	Fort d'Aubervilliers - Danielle Casanova	Aubervilliers	93001
46191	Vercingétorix	Aulnay-sous-Bois	93005
46199	Papillons	Sevran	93071
46188	Henri Dunant	Aulnay-sous-Bois	93005
46176	Coullemont	Aulnay-sous-Bois	93005
46256	190 rue des Chardonnerets	Roissy-en-France	95527
46233	Savigny	Aulnay-sous-Bois	93005
46212	La Paix / Route d'Aulnay	Sevran	93071
58451	VIe Avenue	Tremblay-en-France	93073
58487	Poste	Villepinte	93078
57336	Plaine République	Villepinte	93078
57339	Adolphe Pétrement	Aulnay-sous-Bois	93005
57333	Croix l'Aumône	Villepinte	93078
473146	Gare de Bondy	Bondy	93010
57282	Cité Emmaüs	Aulnay-sous-Bois	93005
57288	Rond Point Pablo Néruda	Le Blanc-Mesnil	93007
46714	Général de Gaulle / Lulli	Sevran	93071
57412	René Deschamps	Drancy	93029
57424	Charpentier	Sevran	93071
46761	La Brise	Aulnay-sous-Bois	93005
46758	Lenine	Dugny	93030
57348	Ecoles des Prévoyants	Aulnay-sous-Bois	93005
57350	Collège Simone Veil	Aulnay-sous-Bois	93005
57372	Les Etangs	Aulnay-sous-Bois	93005
57376	Jules Guesde	Le Blanc-Mesnil	93007
57384	Cité de la Résistance	Drancy	93029
57381	Le Suroît	Aulnay-sous-Bois	93005
44246	Parc de la Noue	Villepinte	93078
58810	Georges Sachet	Villepinte	93078
44193	Nations	Villepinte	93078
44303	Pégoud	Le Blanc-Mesnil	93007
58987	Stade	Tremblay-en-France	93073
44364	Place Albert Thomas	Tremblay-en-France	93073
44328	Saint Pères	Tremblay-en-France	93073
44472	Pont de Bondy - Anatole France	Bobigny	93008
415653	Belle Etoile 165-170	Roissy-en-France	95527
44588	Québec	Le Blanc-Mesnil	93007
427775	Floreal	Le Blanc-Mesnil	93007
44606	Palais de Justice René Camier	Bobigny	93008
43380	Hôpital Robert Ballanger	Villepinte	93078
44698	Route d'Aulnay - Jean Moulin	Bondy	93010
43444	Jean Jaurès - Division Leclerc	Le Bourget	93013
44732	Rue de la Belle Borne	Tremblay-en-France	93073
44736	Rue de la Jeune Fille	Tremblay-en-France	93073
44882	Saint Paul	Aulnay-sous-Bois	93005
43541	La Fontaine	Le Blanc-Mesnil	93007
44834	Sisley	Villepinte	93078
42292	Baudin (rue Roger Salengro)	Bondy	93010
43691	Les 4 Tours	Le Blanc-Mesnil	93007
42595	Chemin du Loup	Villepinte	93078
473553	Gare de Sevran-Livry Sud	Sevran	93071
42628	Cimetière	Villepinte	93078
42624	Cimetière	Tremblay-en-France	93073
412702	Vélodrome (rue Robespierre)	Aulnay-sous-Bois	93005
42797	Croix Saint-Marc	Aulnay-sous-Bois	93005
52128	Entretien Sud	Roissy-en-France	95527
54791	Sanatorium	Villepinte	93078
473615	Gare de Villeparisis Mitry-le-Neuf	Mitry-Mory	77294
42858	Docteur Fléming	Aulnay-sous-Bois	93005
52337	Debussy	Tremblay-en-France	93073
42996	Rue de Flandres	Tremblay-en-France	93073
42958	Epis	Tremblay-en-France	93073
483661	Coopération	Drancy	93029
47833	Rue de Strasbourg	Ris-Orangis	91521
48715	Lamartine	Saint-Rémy-lès-Chevreuse	78575
486093	Chaton - École	Vendrest	77490
486146	Lavoir	Champlan	91136
486081	École	Vincy-Manœuvre	77526
473409	Gare de Juziers	Juziers	78327
44293	Paul Vaillant Couturier	Stains	93072
59372	Porte Henry IV	Le Mesnil-Saint-Denis	78397
55111	Cèdres Bleus	Brie-Comte-Robert	77053
43637	Le Globe	Stains	93072
415553	Lavoir	Avrainville	91041
53927	Route d'Evry	Leudeville	91332
56522	Croix aux Coq	Montgeron	91421
56526	Marguerite	Montgeron	91421
56527	Jean Moulin	Montgeron	91421
422397	Cassin	Montgeron	91421
484364	Demoiselles	Goussainville	95280
44835	Six Routes - Roger Salengro	La Courneuve	93027
46610	Place de la Boule	Nanterre	92050
51749	Les Parclairs	Le Perreux-sur-Marne	94058
50363	Guy Môquet	Le Perreux-sur-Marne	94058
51751	Les Ormes	Le Perreux-sur-Marne	94058
485932	Rue de la Tour	Montgeron	91421
54025	Place	Goussonville	78281
483892	CCEJR	Étréchy	91226
485190	Doumer - Brossolette	Le Perreux-sur-Marne	94058
470182	Gambetta	Paris 20e	75120
56456	3 Chênes	Yerres	91691
45062	Voltaire	Saint-Germain-de-la-Grange	78550
420191	Emile Sergent	Épône	78217
43807	Libération	Mézières-sur-Seine	78402
43578	La Rivière	Villemoisson-sur-Orge	91667
45535	Championnet	Paris 18e	75118
50727	Jean Jaurès - Barbusse	Clichy	92024
462832	Cimetière de Saint-Denis	Saint-Denis	93066
46326	Joliot Curie	Saint-Denis	93066
42206	Anne Frank	Antony	92002
45633	Mûriers	Paris 20e	75120
473210	Gare d'Austerlitz	Paris 13e	75113
44453	Pointe du Lac	Créteil	94028
57558	Verrières Mairie	Verrières-le-Buisson	91645
47799	Gymnase Maurice Baquet	Vigneux-sur-Seine	91657
56444	Longaines	Yerres	91691
44870	Saint Joseph	Montgeron	91421
482486	Monttessuy	Juvisy-sur-Orge	91326
53862	Remonteru	Crosne	91191
45734	Gare Routière	Villeneuve-Saint-Georges	94078
473033	Gare de Boussy Saint-Antoine	Boussy-Saint-Antoine	91097
50904	La Mare	Gagny	93032
52882	Collège Jules Verne	Villebon-sur-Yvette	91661
49358	Eglise	La Haute-Maison	77225
49059	RD 928	Saint-Prix	95574
49086	Rue de Paris	Saint-Leu-la-Forêt	95563
49056	Collège Augustin Bosc	Saint-Prix	95574
48936	Xavier Bichat	Taverny	95607
48928	Pauline Kergomard	Taverny	95607
48923	Marronniers	Beauchamp	95051
44776	Rue du Stade	Saintry-sur-Seine	91577
44244	Parc de l'Effort Mutuel	Palaiseau	91477
485914	Ancienne Gare Militaire	Palaiseau	91477
58195	Collège Charles Péguy	Palaiseau	91477
44629	Réservoir	Saintry-sur-Seine	91577
43802	Les Vignes	Tigery	91617
49865	Centre Village	Étiolles	91225
49864	Bois Huguenot	Étiolles	91225
473314	Gare Massy Palaiseau (Atlantis)	Massy	91377
52920	Groupe Scolaire Vaillant	Palaiseau	91477
53576	Les Fossés Neufs	Tigery	91617
49873	Eglise / Mairie	Saint-Germain-lès-Corbeil	91553
44021	Mairie	Corbeil-Essonnes	91174
50017	La Forêt Sainte Croix	La Forêt-Sainte-Croix	91248
485905	Jeanne d'Arc	Étampes	91223
485439	Stade	Itteville	91315
44785	Ruelle	Fontenay-le-Vicomte	91244
426103	Provenchère	Boutigny-sur-Essonne	91099
480231	Pressoir	Boutigny-sur-Essonne	91099
50004	Poste	Bouville	91100
43953	Mairie	Villabé	91659
46569	Jean Monnet	Roissy-en-Brie	77390
45716	Croix des Mèches	Créteil	94028
485881	Les Vignes	Les Ulis	91692
485879	Coeur de Parc	Les Ulis	91692
52794	Y	Les Ulis	91692
485873	Orly Parc RD231	Lagny-sur-Marne	77243
54159	Edouard Vaillant	Eaubonne	95203
42870	Dumouriez	Rueil-Malmaison	92063
53317	Docteur Roux	Saint-Maur-des-Fossés	94068
50852	Diane	Champigny-sur-Marne	94017
42838	Département - Marx Dormoy	Paris 18e	75118
56026	Couture	Cannes-Écluse	77061
52811	Bourgogne	Les Ulis	91692
48868	Collège Jean Moulin	Sannois	95582
52916	Quartier de la Mesure	Palaiseau	91477
52906	Rond-Point Camille Claudel	Palaiseau	91477
55917	Clé des Champs	Magny-le-Hongre	77268
58966	Cité Jardin	Vitry-sur-Seine	94081
57102	Cheyenne	Coupvray	77132
44969	Tuileries	Grigny	91286
42718	Collège Paul Eluard	Sainte-Geneviève-des-Bois	91549
473504	Gare de Longjumeau	Longjumeau	91345
52888	Les Chênes	Villebon-sur-Yvette	91661
485846	Echangeur A86	Le Chesnay	78158
58482	Charles Perrault	L'Haÿ-les-Roses	94038
56303	Chappe	Chelles	77108
54955	Champ de Foire	Le Perray-en-Yvelines	78486
48429	Calypso	Viry-Châtillon	91687
424726	Centre Culturel	Saint-Thibault-des-Vignes	77438
55777	Bout Pêcheret	Jossigny	77237
47677	Rue de Montgeron	Brunoy	91114
44356	Piscine des Sénarts / Le Stade	Boussy-Saint-Antoine	91097
56410	Yvonne Madeleine	Brunoy	91114
56421	Henri Dunant	Villecresnes	94075
45732	Mairie Annexe	Villeneuve-Saint-Georges	94078
45731	Paul Bert	Villeneuve-Saint-Georges	94078
56442	Kéranna	Yerres	91691
56449	Collège Dunoyer de Segonzac	Boussy-Saint-Antoine	91097
56450	Croix Rouge	Boussy-Saint-Antoine	91097
56452	Moulin Neuf	Boussy-Saint-Antoine	91097
56460	Franche Comté	Brunoy	91114
56471	Joffre	Brunoy	91114
56403	Menhir	Boussy-Saint-Antoine	91097
56404	Nérac	Boussy-Saint-Antoine	91097
56533	Les Pierreux	Périgny	94056
56535	Pierre Brossolette	Quincy-sous-Sénart	91514
56536	Chemin Vert	Quincy-sous-Sénart	91514
56540	Bois Cerdon	Crosne	91191
56554	Jean Clauzel	Varennes-Jarcy	91631
56568	Salle Polyvalente	Villecresnes	94075
56570	Cimetière	Villeneuve-Saint-Georges	94078
56588	Guillaume Budé	Yerres	91691
56584	Belvédère	Yerres	91691
56585	Bout du Monde	Yerres	91691
56595	Grands Godeaux	Yerres	91691
56520	Rue René Thibault	Mandres-les-Roses	94047
56521	Prince Wagram	Mandres-les-Roses	94047
56494	Coquerel	Crosne	91191
56600	Lycée Louis Armand	Yerres	91691
56601	Rue du Parc	Yerres	91691
56607	Royale	Yerres	91691
56606	Pré des Roches	Yerres	91691
56723	Grand Mât	Villeneuve-Saint-Georges	94078
44939	Théophile Ducloux	Choisy-le-Roi	94022
54931	Usine Renault	Villeneuve-Saint-Georges	94078
44889	Stade	Rosny-sur-Seine	78531
50662	Godillot	Saint-Ouen	93070
50661	Michelet - Docteur Bauer	Saint-Ouen	93070
58424	Bois de la Marne	Pomponne	77372
57240	Avenue de l'Ouest / Parmentier	Neuilly-Plaisance	93049
45885	Allende - Reine Blanche	Gentilly	94037
48603	Grand Siècle	Versailles	78646
42141	374 rue Paul Doumer	Triel-sur-Seine	78624
47219	2ème Avenue	Roissy-en-Brie	77390
416173	Salle des Fêtes	Angerville	91016
47113	Libeccio	Étampes	91223
47112	HLM Bas	Étampes	91223
473872	Gare du Guichet	Orsay	91471
480540	Les Feux	Cheptainville	91156
51713	Les Cèdres	Mennecy	91386
43888	Meuniers	Étampes	91223
50050	Le Poty	Valpuiseaux	91629
50047	Grand Freneville	Bouville	91100
473408	Moulin Galant	Corbeil-Essonnes	91174
58200	Stade de Rugby	Palaiseau	91477
52960	Danielle Casanova	Sainte-Geneviève-des-Bois	91549
485826	Monument	Ris-Orangis	91521
47856	CES Albert Camus	Ris-Orangis	91521
48514	Hameaux de la Roche	Ris-Orangis	91521
482663	Essonne	Ris-Orangis	91521
48292	Square de la Paix	Morsang-sur-Orge	91434
42283	Barbusse Cassin	Morsang-sur-Orge	91434
426089	Pierrefitte - Stains	Pierrefitte-sur-Seine	93059
485804	Chemin des Boeufs	Palaiseau	91477
45753	Salvador Allende	Ris-Orangis	91521
42680	Collège Blaise Pascal	Villemoisson-sur-Orge	91667
43989	Mairie	Morsang-sur-Orge	91434
424430	Lycée Einstein	Sainte-Geneviève-des-Bois	91549
48227	Mairie	Longpont-sur-Orge	91347
43467	Jean Rostand	Sainte-Geneviève-des-Bois	91549
48205	La Ferme	Saint-Germain-lès-Arpajon	91552
48139	Creux Chemin	Chalo-Saint-Mars	91130
48141	La Gitonnière	Chalo-Saint-Mars	91130
48142	Le Vau	Chalo-Saint-Mars	91130
48146	Rue des Sablons	Chalo-Saint-Mars	91130
42693	Collège Émile Auvray	Dourdan	91200
43794	Les Templiers	Épinay-sur-Orge	91216
48166	Emmaüs Haut	Étampes	91223
48167	Fleurettes	Étampes	91223
48175	Les Augustines	Étampes	91223
48178	Lory	Étampes	91223
44205	Notre-Dame	Étampes	91223
44804	Salle des Fêtes (av de Bonnevaux)	Étampes	91223
48187	Services Techniques	Étampes	91223
48194	Z.I. Coquerive	Étampes	91223
48305	Mare	Plessis-Saint-Benoist	91495
42576	Château d'Eau	Pussay	91511
44492	Pont Royal	Étréchy	91226
48308	Beaurepaire	Dourdan	91200
48232	Bel Ebat	Marcoussis	91363
48235	Les Fonceaux	Nozay	91458
48237	Le Fromage Mou	Marcoussis	91363
48332	Mairie	Saint-Hilaire	91556
48359	Grande Fontaine	Saulx-les-Chartreux	91587
59161	Le Houssaye	Marcoussis	91363
48365	Monthuchet	Saulx-les-Chartreux	91587
48246	ZI Fonds des Prés	Marcoussis	91363
48368	Pont Neuf	Saulx-les-Chartreux	91587
473062	Gare de Sermaise	Sermaise	91593
48259	Bertrand Faure	Morigny-Champigny	91433
48261	Cimetière	Morigny-Champigny	91433
48373	Mairie	Sermaise	91593
48374	Mondétour	Sermaise	91593
48376	Rue des Sources	Sermaise	91593
48378	Les Émondants	Souzy-la-Briche	91602
48380	Congerville	Congerville-Thionville	91613
48273	Z.I. Rochettes	Morigny-Champigny	91433
48394	Mairie / Gaizon	La Ville-du-Bois	91665
48396	Plateau	La Ville-du-Bois	91665
48397	Presbytère	La Ville-du-Bois	91665
48298	Lunezy	Nozay	91458
48453	Courtaboeuf 7	Villejust	91666
48459	Moulin à Vent	Étréchy	91226
48468	Relais Cocatrix	Étréchy	91226
42633	Cimetière	Auvers-Saint-Georges	91038
42360	Bon Coin	Auvers-Saint-Georges	91038
45068	Belambra Club	Dourdan	91200
58971	Lycée Nelson Mandela	Étampes	91223
425594	ESAT	Auvers-Saint-Georges	91038
47062	Résidence Fontanges	Longjumeau	91345
480429	Chemin des Palais	Saulx-les-Chartreux	91587
480424	Les Renondaines	La Ville-du-Bois	91665
51059	Général de Gaulle	Longjumeau	91345
48361	Le Moulin	Saulx-les-Chartreux	91587
53047	Place d'Orgeval	Villemoisson-sur-Orge	91667
55833	Sophora	Montévrain	77307
427871	Gare Routière Sud	Poissy	78498
50420	Rue Froide	Bagneux	92007
59013	Hôpital / Eglise	La Queue-en-Brie	94060
46445	Moulin des Bruyères	Courbevoie	92026
485814	Les Bruyères	Bois-Colombes	92009
58770	Michel Ricard	Bois-Colombes	92009
43847	Lycée de la Tourelle / Lycée Jean-Jacques Rousseau	Sarcelles	95585
47230	André Laurent	Fontenay-sous-Bois	94033
42898	Eglise	Colombes	92025
44272	Pasteur / Tuilerie	Fresnes	94034
42682	Collège Boileau	Chennevières-sur-Marne	94019
58772	Suresnes	Nanterre	92050
463620	Duras / Port à l'Anglais - Jules Guesde	Vitry-sur-Seine	94081
47025	Cours de l'Ile Seguin	Boulogne-Billancourt	92012
55740	Rue du Port	Vernou-la-Celle-sur-Seine	77494
44770	Rue du Pas du Vau	Chartrettes	77096
55218	Plateau	Fontaine-le-Port	77188
59386	Petite Moinerie	Avon	77014
44073	Marangis	Vernou-la-Celle-sur-Seine	77494
43836	Lycée André Malraux	Montereau-Fault-Yonne	77305
55730	Les Commerces	Samoreau	77442
55727	Le Relais	Pamfou	77354
43648	Le Montoir 1	Vernou-la-Celle-sur-Seine	77494
55747	Lavoir aux Chapeaux	Vulaines-sur-Seine	77533
55752	Grands Champs	Le Châtelet-en-Brie	77100
476977	Grands Champs	Bois-le-Roi	77037
55712	Croix de Fer	Héricy	77226
56103	Collège Fernand Gregh	Champagne-sur-Seine	77079
55700	Clos Pensées	Chartrettes	77096
42478	Centre Commercial	Le Châtelet-en-Brie	77100
44348	Pignons Blancs	Le Châtelet-en-Brie	77100
476974	Carnot Samois	Bois-le-Roi	77037
55683	Avenue du 23 Août	Bois-le-Roi	77037
47153	Clos Dion / Rue des Chesnois	Montereau-Fault-Yonne	77305
55742	Acacias	Vulaines-sur-Seine	77533
48425	Les Patios	Viry-Châtillon	91687
58123	Les Héronnières	Fontainebleau	77186
58788	Conservatoire	Corbeil-Essonnes	91174
52436	Place du Perchet / Rue du Gué	Congis-sur-Thérouanne	77126
485754	La Marne	Meaux	77284
485747	Niepce	Meaux	77284
485757	La Briqueterie	Poincy	77369
52411	Ecole - Mairie	Boutigny	77049
485764	Foyer des jeunes travailleurs	Meaux	77284
57989	Les Berges du Rouillon	Ballainvilliers	91044
52262	Château	Écharcon	91204
478614	Baudelaire	Ballancourt-sur-Essonne	91045
463464	Pasloup	Boutigny-sur-Essonne	91099
50055	Rue des Barreaux	Vayres-sur-Essonne	91639
50052	Porte Frenneville	Valpuiseaux	91629
54652	Picardie / Porte des Hauts-de-Seine	Versailles	78646
54694	Verrières	Meudon	92048
54686	Ermitage	Sèvres	92072
477779	Rue de Marnes	Ville-d'Avray	92077
52258	Lac	Chaville	92022
419962	Pavé des Gardes	Chaville	92022
483599	Centre Commercial	Épinay-sur-Orge	91216
45382	Procession	Paris 15e	75115
58917	Bargue	Paris 15e	75115
58904	Hauts Graviers	Épinay-sur-Orge	91216
58902	Pont Rubeau	Épinay-sur-Orge	91216
58901	Rue d'Athis	Épinay-sur-Orge	91216
58899	Henri Dunant	Épinay-sur-Orge	91216
55219	Saint-Aspais	Fontainebleau	77186
43547	La Fourche	Fontainebleau	77186
426717	Centre Commercial Saule Saint Jacques	Ormoy	91468
59254	Javel Félix Faure	Paris 15e	75115
419054	Rue Thiers (Gare de Saint-Germain en Laye)	Saint-Germain-en-Laye	78551
426099	Saint-Spire	Corbeil-Essonnes	91174
53663	Rousset - Audigers	Boutigny-sur-Essonne	91099
57054	Rue des Mésanges	Villabé	91659
45834	Allée de l'Essonne	Corbeil-Essonnes	91174
53056	Renault	Lardy	91330
53069	Tilleuls	Bouray-sur-Juine	91095
43986	Mairie	Vert-le-Petit	91649
51700	Pavillon des Linottes	Villabé	91659
50036	Saint-Pierre	Oncy-sur-École	91463
50010	Place	Courances	91180
50014	Les Bons Amis	Dannemois	91195
50030	Le Lavoir	Moigny-sur-École	91408
473157	Gare de Boutigny	Boutigny-sur-Essonne	91099
49997	Eglise	Boigneville	91069
50022	Courty	Maisse	91359
480267	Boigny Passage à Niveau	Baulne	91047
480264	Boigny Centre	Baulne	91047
48037	Hortensias	Vigneux-sur-Seine	91657
462927	Vélizy 2	Vélizy-Villacoublay	78640
47810	Rond-Point Mondétour	Orsay	91471
44306	Pépinière	Tigery	91617
43658	Petit Sénart	Tigery	91617
51053	Beauregard	Chilly-Mazarin	91161
48026	Valdoly	Montgeron	91421
48014	Place du 19 Mars 1962	Draveil	91201
48048	Paul Langevin	Vigneux-sur-Seine	91657
422910	Parc du Château	Draveil	91201
47996	Jonquilles	Draveil	91201
48039	Jacques Jeunon	Vigneux-sur-Seine	91657
47980	Hôtel de Ville - Château de Villiers	Draveil	91201
47993	Hôpital Joffre	Draveil	91201
48035	Henri Janin	Vigneux-sur-Seine	91657
47990	Gymnase	Draveil	91201
42354	Bois des Coudraies	Étiolles	91225
56492	Boileau	Crosne	91191
51368	Bleuets	Montgeron	91421
47971	Beauséjour	Draveil	91201
473446	Gare Routière Nord	Poissy	78498
49078	La Dauphinoise	Triel-sur-Seine	78624
42240	Auberge Sans Nom	Orgeval	78466
45008	Vergennes	Versailles	78646
52867	Val d'Albian HEC	Saclay	91534
42973	Europe Sud / Traité de Rome	Vélizy-Villacoublay	78640
48623	Sarraut	Versailles	78646
44716	Route Militaire	Vélizy-Villacoublay	78640
44821	Résistance	Chaville	92022
46701	Préfecture	Versailles	78646
485345	Petit Robinson	Jouy-en-Josas	78322
53377	Mermoz	Vélizy-Villacoublay	78640
51033	Liaison Inovel Sud	Vélizy-Villacoublay	78640
43759	Les Metz - La Mare	Jouy-en-Josas	78322
462864	L'Onde - Maison des Arts	Vélizy-Villacoublay	78640
52251	Jules Ferry	Chaville	92022
426989	Jean Macé	Vélizy-Villacoublay	78640
424729	Jean Jaurès	Chaville	92022
462855	Inovel Parc Nord	Vélizy-Villacoublay	78640
46421	Gare de Jouy Sud	Jouy-en-Josas	78322
42638	Cisterciens	Versailles	78646
53367	Centre Commercial Mozart	Vélizy-Villacoublay	78640
53378	Blériot	Vélizy-Villacoublay	78640
52897	Base Aérienne 107	Vélizy-Villacoublay	78640
53383	Allée Noire	Vélizy-Villacoublay	78640
425948	Thiers	Saint-Germain-en-Laye	78551
53780	Saint Fiacre	Marly-le-Roi	78372
44854	Square Forest	Saint-Germain-en-Laye	78551
46882	Square des Aubades	Marly-le-Roi	78372
54760	Rue Nouvelle	Mareil-Marly	78367
48571	Rue des Sports	Le Chesnay	78158
46631	Rue de la Salle	Saint-Germain-en-Laye	78551
418912	Prés Jumelles	L'Étang-la-Ville	78224
57699	Planche	Mareil-Marly	78367
46880	Marly Soleil	Le Port-Marly	78502
54756	Mareil Montval	Marly-le-Roi	78372
54754	Mansart	Marly-le-Roi	78372
44486	Mairie	Le Pecq	78481
54750	Mairie	Chambourcy	78133
42690	Lycée Léonard de Vinci - Les Hauts Grillets	Saint-Germain-en-Laye	78551
46883	Les Marronniers	Le Pecq	78481
46872	Les Glaises	Marly-le-Roi	78372
46632	Les Ecuyers	Saint-Germain-en-Laye	78551
54700	Les Alizés	Marly-le-Roi	78372
43623	Le Cep	Poissy	78498
57698	Lavoir	Mareil-Marly	78367
43474	Jehan Alain	Saint-Germain-en-Laye	78551
54783	Jean Witold	Marly-le-Roi	78372
43456	Jean Moulin	Poissy	78498
43439	Jean Jaurès	Le Pecq	78481
54784	Jacques Cartier	Le Vésinet	78650
46635	Grande Ceinture	Saint-Germain-en-Laye	78551
57703	George Sand	Fourqueux	78251
473534	Gare du Bel Air	Saint-Germain-en-Laye	78551
43057	Gambetta	Saint-Germain-en-Laye	78551
53777	Ermitage	Le Pecq	78481
42886	Ecole Normale	Saint-Germain-en-Laye	78551
54774	Complexe Sportif	Chambourcy	78133
42507	Centre des Impôts	Poissy	78498
54709	Caraman	Saint-Germain-en-Laye	78551
54746	Bois Joly	Le Port-Marly	78502
42328	Berthier	Versailles	78646
57730	Bergette	Saint-Germain-en-Laye	78551
423907	Sanders	Athis-Mons	91027
47423	Marché International de Rungis	Chevilly-Larue	94021
56017	Les Bordes	Cannes-Écluse	77061
42954	Emile Zola	Clichy-sous-Bois	93014
56082	Zone Artisanale	La Grande-Paroisse	77210
426518	Croix de Saint-Roch	Cannes-Écluse	77061
44093	Marché	Morsang-sur-Orge	91434
44992	Valois Robaresses	Andrésy	78015
49851	Rue Barre	Juilly	77241
47479	Collège La Rochefoucauld	La Ferté-sous-Jouarre	77183
462635	Rue de Condé	Condé-Sainte-Libiaire	77125
50811	Augustin Dumont	Malakoff	92046
473352	Gare de Meaux	Meaux	77284
473246	Gare de Clamart	Clamart	92023
55969	Ile de Loisirs	Jablines	77234
42427	CAMSP	Coupvray	77132
52851	Bibliothèque	Orsay	91471
52736	Mairie	Bussières	77057
52630	L'Hermitière	Saint-Cyr-sur-Morin	77405
