ZdAId	ZdAName	ZdATown	ZdAPostalRegion
52691	Collège de la Dhuis	Nanteuil-lès-Meaux	77330
473211	Gare de Nanteuil - Sâacy	Saâcy-sur-Marne	77397
52585	Courtesoupe	Pierre-Levée	77361
49337	Collège les Glacis	La Ferté-sous-Jouarre	77183
42536	Chantereine	Chelles	77108
52690	Villemeneux	Tancrou	77460
52517	Vanry	Jouarre	77238
52668	Union Commerciale	Villenoy	77513
53293	Truffaut	Coutevroult	77141
52641	Tennis	Trilbardou	77474
52451	Tamaris	Coupvray	77132
52520	Saint Albert	Lizy-sur-Ourcq	77257
52752	Sente du Toit	Villiers-sur-Morin	77521
52744	Savarbousier	La Ferté-sous-Jouarre	77183
47469	Saint Jean Bosco	Meaux	77284
52644	Rue du Jeu d'Arc	Trocy-en-Multien	77476
57065	Rue de Meaux	Quincy-Voisins	77382
478269	Rue de Germigny	Trilport	77475
478109	Rue de Brinches	Fublaines	77199
52666	Rue Bouchard	Villenoy	77513
417446	Rond-Point - Centre	Saâcy-sur-Marne	77397
417612	Rond Point	Meaux	77284
52626	Résidence du Grand Morin	Saint-Germain-sur-Morin	77413
52497	Résidence de la Plaine	La Ferté-sous-Jouarre	77183
52529	RD 402	Luzancy	77265
52496	Quai Planson	La Ferté-sous-Jouarre	77183
57534	Prairie	Esbly	77171
52549	Port Courage - Coquelicot	Mary-sur-Marne	77280
47323	Mairie / Place de l'Europe	Esbly	77171
52734	Petit Venteuil	La Ferté-sous-Jouarre	77183
52710	Paul Barennes	Meaux	77284
52739	Pasteur	La Ferté-sous-Jouarre	77183
47437	Parc	Trilport	77475
44130	Médiathèque	Meaux	77284
52552	Marnoue la Poterie	May-en-Multien	77283
52672	Manoeuvre	Vincy-Manœuvre	77526
43951	Mairie	Orly-sur-Morin	77345
43948	Mairie	Nanteuil-lès-Meaux	77330
48813	Mairie	Germigny-l'Évêque	77203
52410	Eglise / Mairie	Bouleurs	77047
480625	Place de la Mairie	Bailly-Romainvilliers	77018
43903	Magny Saint Loup	Boutigny	77049
53298	Madeleine	Chamigny	77078
52678	Luttin 1	Voulangis	77529
52715	Louis Fournier	Meaux	77284
52683	Louise	Villenoy	77513
52548	Lotissement de Condé	Mary-sur-Marne	77280
52463	Les Vignes	Crégy-lès-Meaux	77143
52598	Les Roises	Quincy-Voisins	77382
52405	Les Groseilliers	Bassevelle	77024
55909	Les Genêts	Bailly-Romainvilliers	77018
52737	Les Cabarets	Bussières	77057
52654	Les Brûlis	Coulombs-en-Valois	77129
49399	Les Boblins	Montdauphin	77303
49457	Les Trois Maisons	Saint-Barthélemy	77402
52421	Le Potager	Chamigny	77078
52741	Le Pont	Méry-sur-Marne	77290
52485	Le Morin	Esbly	77171
49509	Le Foucheret	Villeneuve-sur-Bellot	77512
49398	Bois Retz	Montdauphin	77303
49501	Mairie	La Trétoire	77472
44534	Porte Maillot - Pershing	Paris 17e	75117
50633	Trosy	Clamart	92023
44936	Théâtre des Sources	Fontenay-aux-Roses	92032
59021	Jacquemin	Fontenay-aux-Roses	92032
53128	Pépinières	Sceaux	92071
57510	Paul Padé	Clamart	92023
50634	Marquis	Clamart	92023
59008	Palais des Sports	Corbeil-Essonnes	91174
58421	Henri Dunant	Corbeil-Essonnes	91174
44104	Marques Avenue	Corbeil-Essonnes	91174
44209	Notre Dame - République	Soisy-sur-Seine	91600
45832	La Nacelle	Corbeil-Essonnes	91174
45839	Rue Champlouis	Corbeil-Essonnes	91174
45826	Demi-Lune	Le Coudray-Montceaux	91179
43291	Gerville	Soisy-sur-Seine	91600
44584	Quai Riquiez	Corbeil-Essonnes	91174
43330	Gustave Courbet	Corbeil-Essonnes	91174
44760	Rue du Chêne	Corbeil-Essonnes	91174
42148	8 mai 1945 / Paul Maintenant	Corbeil-Essonnes	91174
44811	Salvador Allende	Corbeil-Essonnes	91174
43747	Les Lilas	Soisy-sur-Seine	91600
42768	Cottage	Corbeil-Essonnes	91174
42739	Compagnie des Eaux	Morsang-sur-Seine	91435
462648	Rendez-Vous	Soisy-sur-Seine	91600
42920	Eglise	Saintry-sur-Seine	91577
42978	Exona	Lisses	91340
422635	Vieux Corbeil	Corbeil-Essonnes	91174
422647	Villoison	Corbeil-Essonnes	91174
47755	Pierre Corby	Clamart	92023
53222	Crèche Normandie	Clamart	92023
52224	Pervenches	Fontenay-aux-Roses	92032
52222	Pierre Bonnard	Fontenay-aux-Roses	92032
51237	Jules Guesde	Malakoff	92046
44029	Mairie	Sceaux	92071
43870	Lycée Lakanal	Bourg-la-Reine	92014
415103	Le Progrès	Le Plessis-Robinson	92060
50823	Depinoy	Montrouge	92049
57559	Chrétienté	Sceaux	92071
53090	Chéneaux	Sceaux	92071
420313	Arthur Ranc	Le Plessis-Robinson	92060
45973	Aristide Briand	Bourg-la-Reine	92014
52698	La Noue Brayer	Bassevelle	77024
48839	Langelot	Trilport	77475
52532	La Mare Houleuse	Magny-le-Hongre	77268
43534	La Croix	Nanteuil-lès-Meaux	77330
48838	La Charmoye	Trilport	77475
55979	La Boiserie	Magny-le-Hongre	77268
417610	Jean Renoir	Crégy-lès-Meaux	77143
57036	Ibis Rouge	Chamigny	77078
52634	ZI Haute Borne	Sept-Sorts	77448
48817	Georges Claude	Meaux	77284
52175	Abbé Grandjean	Fontenay-aux-Roses	92032
473179	Gare d'Esbly	Esbly	77171
43050	Galliéni	Nanteuil-lès-Meaux	77330
52649	Eglise	Varreddes	77483
42899	Eglise	Saint-Cyr-sur-Morin	77405
52433	Eglise	Congis-sur-Thérouanne	77126
477984	Courcelles sous Jouarre	Jouarre	77238
57718	Cottages	Villenoy	77513
417528	Cornouailles	Meaux	77284
47471	Concorde	Meaux	77284
52555	Colisée de Meaux	Meaux	77284
52537	Clos Godet	Mareuil-lès-Meaux	77276
47454	Cité Administrative	Meaux	77284
52743	Cimetière	La Ferté-sous-Jouarre	77183
52521	Chemin noir	Lizy-sur-Ourcq	77257
44007	Mairie / Chemin des Vignes	Lesches	77248
52408	Chemin de Rebais	Bouleurs	77047
52674	Château d'Eau	Voulangis	77529
52645	Château	Ussy-sur-Marne	77478
42571	Château	Nanteuil-lès-Meaux	77330
48812	Château	Germigny-l'Évêque	77203
52616	Champtortet	Saint-Cyr-sur-Morin	77405
52611	Chamoust	Sainte-Aulde	77401
42476	Centre Commercial	Crégy-lès-Meaux	77143
42470	Centre	Tigeaux	77466
52429	Centre	Cocherel	77120
52399	Centre	Armentières-en-Brie	77008
52535	Carnot	Mareuil-lès-Meaux	77276
52461	Bourg	Crégy-lès-Meaux	77143
57549	Boissière	Chamigny	77078
478284	Belvédère	Meaux	77284
52627	Beau Rivage	Saint-Jean-les-Deux-Jumeaux	77415
47472	Baudelaire	Meaux	77284
47451	Bas d'Orgemont	Villenoy	77513
479678	Avenue Frot	Meaux	77284
417627	Artois	Meaux	77284
57035	Albatros	Chamigny	77078
417622	11 Novembre 1918 / 8 Mai 1945	Meaux	77284
57618	16 Route de Sainte Aulde	Méry-sur-Marne	77290
52789	Victor Hugo	Gometz-le-Châtel	91275
52849	Versailles	Orsay	91471
52819	Square	Orsay	91471
58198	Résidence de l'Yvette	Orsay	91471
47040	Racine	Orsay	91471
58190	Polytechnique Lozère	Palaiseau	91477
43914	Mairie	Saclay	91534
412392	Lycée Fustel de Coulanges	Massy	91377
43592	La Vieille Vigne	Igny	91312
43562	La Martinière	Saclay	91534
43062	Gardey	Bures-sur-Yvette	91122
478968	Ferme de la Vauve	Palaiseau	91477
52905	Estienne d'Orves	Palaiseau	91477
52878	Ecoles La Roche	Villebon-sur-Yvette	91661
47043	Dimancherie	Orsay	91471
52903	Cottage	Bièvres	91064
52818	Coquelicots	Orsay	91471
52831	Conservatoire	Orsay	91471
52787	Collège Guyonnerie	Bures-sur-Yvette	91122
52826	Chênes	Orsay	91471
52850	Château	Orsay	91471
52813	Cévennes	Les Ulis	91692
462774	Butte Sainte Catherine	Villebon-sur-Yvette	91661
52793	Briand	Bures-sur-Yvette	91122
52825	Bois du Roi	Orsay	91471
48855	Baratage	Bures-sur-Yvette	91122
52828	Acacias	Orsay	91471
42153	Abbaye Cimetière	Vauhallan	91635
52871	8 mai 1945	Bures-sur-Yvette	91122
53134	Voie de Châtenay	Verrières-le-Buisson	91645
57944	Villemilan	Wissous	91689
47726	Tournelles	Châtenay-Malabry	92019
461962	Théâtre - Mairie	Antony	92002
47722	Sophie Barat	Verrières-le-Buisson	91645
46013	Rue des Champs	Antony	92002
43437	Roger Salengro	Châtenay-Malabry	92019
53130	Robert Hertz	Châtenay-Malabry	92019
47732	Pierre Curie	Sceaux	92071
420315	Paul Jaudé	Le Plessis-Robinson	92060
53127	Paul de Rutté	Châtenay-Malabry	92019
44164	Montjean	Wissous	91689
44027	Mairie	Châtenay-Malabry	92019
53118	Les Suisses	Le Plessis-Robinson	92060
45970	Les Musiciens	Sceaux	92071
53111	Lamartine	Châtenay-Malabry	92019
46050	Kennedy	Massy	91377
53093	Jean Moulin	Verrières-le-Buisson	91645
427579	Jean Mermoz	Antony	92002
47721	Jean Allemane	Châtenay-Malabry	92019
53104	Georges Besse 1	Antony	92002
46023	Espace Vasarely	Antony	92002
53092	Colonel Fabien	Antony	92002
46039	Collège Henri Georges Adam / Collège des Rabats	Antony	92002
47718	Cité Jardins - Place des Alliés	Le Plessis-Robinson	92060
53091	Cimetière Nouveau	Châtenay-Malabry	92019
42383	Bourrelier - Crèche	Verrières-le-Buisson	91645
53083	Belvédère	Châtenay-Malabry	92019
58622	Bel Air	Massy	91377
46010	Augusta Antony RER	Antony	92002
53082	Arboretum	Châtenay-Malabry	92019
47056	André Malraux	Antony	92002
46058	Adolphe Pajeaud	Antony	92002
55608	Quai Pasteur	Melun	77288
53074	ZAC	Itteville	91315
52327	Sangliers	Mennecy	91386
53079	Saint Gombert	Itteville	91315
53917	Pierre Curie	Ballancourt-sur-Essonne	91045
480943	Mareil-Marly	Mareil-Marly	78367
49664	Ecole Jacques Prévert	Goussainville	95280
49646	Les Grands Prés	Survilliers	95604
49612	Cité Jardins	Marly-la-Ville	95371
49824	Jeannine Pernette	Oissery	77344
49827	Centre	Saint-Mard	77420
49815	Rue de Condé	Oissery	77344
49814	Gros Merisier	Oissery	77344
49800	Mairie	Saint-Pathus	77430
49759	Lamartine	Mitry-Mory	77294
49862	Maisonneuve	Saint-Pathus	77430
44001	Mairie de Mitry-Mory	Mitry-Mory	77294
46728	Van Gogh	Mitry-Mory	77294
44079	Marcel Cerdan	Goussainville	95280
44224	Ormes	Villeparisis	77514
462103	Avenue Des Tilleuls	Goussainville	95280
44768	Rue du Noyer	Roissy-en-France	95527
56731	Les Sources	Saint-Pathus	77430
43525	La Charmeuse	Goussainville	95280
42298	Beaupré	Othis	77349
42278	Balzac	Villeparisis	77514
42308	Belle Étoile	Longperrier	77259
44945	Tilleuls	Villeparisis	77514
53145	Collège Gérard Philipe	Villeparisis	77514
43771	Les Olympiades	Goussainville	95280
424522	Général Leclerc	Puiseux-en-France	95509
58250	Centre Aquatique	Beaumont-sur-Oise	95052
53018	Les Murs	Itteville	91315
58079	IME	Champcueil	91135
58447	Haut de Vigne	Vert-le-Petit	91649
52334	Eaux de la Vanne	Mennecy	91386
48500	Dauphiné	Lisses	91340
52952	Château de Frémigny	Bouray-sur-Juine	91095
424437	Centre	Bouray-sur-Juine	91095
53924	Bois Minard	Leudeville	91332
57684	Val d'Albian Ecoles	Saclay	91534
46419	Pétineau	Jouy-en-Josas	78322
48677	Mairie	Chevreuse	78160
55852	Mairie	Villeneuve-Saint-Denis	77510
423823	Le Blamont	Crégy-lès-Meaux	77143
44056	Maison Blanche	Châtillon	92020
462880	Parc André Malraux	Châtillon	92020
47865	Dénicherie 1	Favières	77177
47193	Verdun	Coulommiers	77131
49439	Tresmes	Pommeuse	77371
49236	Sainte Marie	Boissy-le-Châtel	77042
427132	Rue du Général Leclerc	Coulommiers	77131
49297	Place Saint Denis	Coulommiers	77131
58244	Monument aux Morts	Jouy-sur-Morin	77240
49205	Montbauchet	Amillis	77002
49489	Mémillion	Saints	77433
49487	Mairie	Saints	77433
49473	Mairie	Saint-Mars-Vieux-Maisons	77421
59168	Mairie	Frétoy	77197
49245	Lycée la Bretonnière	Chailly-en-Brie	77070
49476	Lotissement	Saint-Martin-des-Champs	77423
49231	Les Jumelles	Boissy-le-Châtel	77042
49254	Les Corvelles	Chauffry	77106
48553	Yerres - Louise Michelle / Aunettes	Évry	91228
44156	Montconseil	Corbeil-Essonnes	91174
57622	Aristide Briand	Sainte-Geneviève-des-Bois	91549
43634	Le Damier	Grigny	91286
51341	Pomponne	Ris-Orangis	91521
423759	Mairie	Penchard	77358
49368	Le Hardroit	Jouy-sur-Morin	77240
48344	Marché	Saint-Michel-sur-Orge	91570
48342	Launay	Saint-Michel-sur-Orge	91570
48335	Rue Bizet	Saint-Michel-sur-Orge	91570
48330	Tuileries	Saint-Germain-lès-Arpajon	91552
48329	Pré Barallon	Saint-Germain-lès-Arpajon	91552
48324	Chanteloup	Saint-Germain-lès-Arpajon	91552
47070	Résidence	Villiers-sur-Orge	91685
48351	Verdun	Saint-Michel-sur-Orge	91570
48408	Carrefour Mederic - Péri	Villiers-sur-Orge	91685
473055	Gare de Sainte Geneviève des Bois	Sainte-Geneviève-des-Bois	91549
44421	Place Hausen	Sainte-Geneviève-des-Bois	91549
462099	Voie des Roches	Longpont-sur-Orge	91347
43378	Hôpital Henri Manhès	Fleury-Mérogis	91235
477896	La Mare aux Bourguignons	Égly	91207
43466	Jean Pierre Timbaud	Morsang-sur-Orge	91434
411602	Revol	Brétigny-sur-Orge	91103
53305	Butte aux Grès	Arpajon	91021
53308	Grande Rue	Ollainville	91461
53312	Les Marsandes	Avrainville	91041
53310	Les Folies	Saint-Germain-lès-Arpajon	91552
43971	Mairie	Grigny	91286
482846	Chemin de Tabor	Linas	91339
483882	J. Ferrat	Longpont-sur-Orge	91347
483881	J. Hébert	Longpont-sur-Orge	91347
48117	Bois Badeau	Brétigny-sur-Orge	91103
48209	Arpajonnais	Linas	91339
48200	Aristide Briand	Leuville-sur-Orge	91333
48287	Libération	Morsang-sur-Orge	91434
48283	Les Fouilles	Morsang-sur-Orge	91434
48255	Place de la Paix	Montlhéry	91425
49416	Lavoir	Mouroux	77320
49433	La Villeneuve	Guérard	77219
49320	La Malgagne	Dagny	77151
49445	La Boyère	Rebais	77385
49469	Grand Marché	Saint-Léger	77417
49362	Fontaine Rougeau - Hôpital	Jouarre	77238
42974	Eustache Lenoir	Jouy-sur-Morin	77240
478584	Boinveau	Cerny	91129
43825	Pasteur	Claye-Souilly	77118
49828	Rue de Guivry	Le Mesnil-Amelot	77291
473049	Gare de Brétigny (Place)	Brétigny-sur-Orge	91103
53036	Moulin de la Brière	Itteville	91315
53008	Le Parc	Saint-Vrain	91579
411532	Coquelicots	Vert-le-Grand	91648
53887	La Marinière	Brétigny-sur-Orge	91103
53911	Marquants	Vert-le-Grand	91648
53930	Noues	Vert-le-Grand	91648
52944	La Boissière	Lardy	91330
51718	Place Adeline	Champcueil	91135
53737	Centre	Fresnes-sur-Marne	77196
48676	Les Tourelles	Chevreuse	78160
43280	Genevrière	Buc	78117
42212	Arcades	Buc	78117
42511	Parc Maurice Leluc	Saint-Cyr-l'École	78545
49388	D402	Mauperthuis	77281
42773	Cours des Lacs	Lognes	77258
49279	Collège Hippolyte Rémy	Coulommiers	77131
49260	Coffery	Choisy-en-Brie	77116
49468	Châteaurenard	Saint-Léger	77417
49460	Chantareine	Saint-Denis-lès-Rebais	77406
42527	Champgoulin	Jouy-sur-Morin	77240
49533	Champ Colin / Champ la Dame D222	Saint-Denis-lès-Rebais	77406
47442	La Ferté Gaucher Centre	La Ferté-Gaucher	77182
49323	Bois Baudry Centre	Doue	77162
47189	Ecole	Chailly-en-Brie	77070
49407	Place	Mortcerf	77318
49454	Bisset Entrée	Saint-Augustin	77400
49360	Bicêtre	Jouarre	77238
46556	Beauséjour	Villiers-sur-Marne	94079
55666	Avenue des Lorinettes	Coulommiers	77131
49334	Avenue des Etats-Unis	La Ferté-Gaucher	77182
49272	Alliés Galliéni	Coulommiers	77131
58546	Chaudron	Saint-Martin-des-Champs	77423
49294	Notre Dame des Vignes	Coulommiers	77131
49262	La Tuilerie	Choisy-en-Brie	77116
49261	La Bochetière	Choisy-en-Brie	77116
49251	Moutils	La Chapelle-Moutils	77093
49203	Fontaine Ramée	Dagny	77151
49386	Ranchien	Marolles-en-Brie	77278
49343	Francheville	Giremoutiers	77206
49432	Charnois	Pommeuse	77371
54115	Santos Dumont	Saint-Cyr-l'École	78545
43045	Orée de Marly / Gaillarderie	Noisy-le-Roi	78455
46281	Le Vert de Maisons	Maisons-Alfort	94046
47982	Citadelle	Draveil	91201
56577	Justice	Villeneuve-Saint-Georges	94078
56574	Rû de Gironde	Villeneuve-Saint-Georges	94078
462741	Porte de Montmartre	Paris 18e	75118
53979	Village	Davron	78196
480360	Université des Chênes - Préfecture RER	Cergy	95127
473143	Bondy	Bondy	93010
42228	Art de Vivre	Orgeval	78466
43904	Gare Routière Mail	Melun	77288
53416	Les Petits Bois	Cesson	77067
484387	Centre Médical de Santé	Clichy	92024
50424	La Boissière	Montreuil	93048
53188	Vaugondran	Gometz-la-Ville	91274
44634	Résidence La Rocade	Longjumeau	91345
46410	Rue de Paris	Massy	91377
52316	Petit Bertin	Gometz-le-Châtel	91275
43369	Hôpital de Longjumeau	Longjumeau	91345
48437	Gutenberg	Palaiseau	91477
58705	Fauvettes	Gometz-le-Châtel	91275
59089	Côte de la Gruerie	Gometz-la-Ville	91274
58898	Collège Maurois	Épinay-sur-Orge	91216
46078	Canal	Aubervilliers	93001
473506	Louveciennes	Louveciennes	78350
473172	Gare de Chanteloup-les-Vignes	Chanteloup-les-Vignes	78138
45251	INSEP	Paris 12e	75112
51452	Les Bourseaux	Saint-Ouen-l'Aumône	95572
53946	Fresque	Aubergenville	78029
473039	Aubergenville Elisabethville (parvis)	Aubergenville	78029
44973	Université	Versailles	78646
416772	Boulevard Thiers	Meulan-en-Yvelines	78401
473602	Gare de Vaux-sur-Seine	Vaux-sur-Seine	78638
44172	Monuments aux Morts	Ecquevilly	78206
57973	Les Bruyères	Cormeilles-en-Parisis	95176
52778	Place des Arts	Cormeilles-en-Parisis	95176
50646	La Grâce de Dieu	Bezons	95063
48994	Edouard Imbs	Cormeilles-en-Parisis	95176
483557	Marguerite	Argenteuil	95018
46970	Plaisances	Mantes-la-Ville	78362
55090	Gare routière	Bonnières-sur-Seine	78089
54070	Coquetiers	Les Mureaux	78440
56975	Graviers	Magnanville	78354
53967	Muguets	Bazemont	78049
54659	La Jonchère	Rueil-Malmaison	92063
56796	Collège les Hautiers	Marines	95370
473500	Gare de Limay	Limay	78335
412380	Gare de Sèvres - Rive Gauche	Sèvres	92072
473490	Gare de Saint-Cyr-l'Ecole	Saint-Cyr-l'École	78545
473469	Gare de Saint-Cloud	Saint-Cloud	92064
46591	Offenbach	Puteaux	92062
473480	Gare de Puteaux	Puteaux	92062
473495	Gare des Essarts le Roi	Les Essarts-le-Roi	78220
473370	Gare d'Epône Mézières	Épône	78217
52246	Rue de la Gare	Issy-les-Moulineaux	92040
427181	Médiathèque des Chartreux	Issy-les-Moulineaux	92040
46057	Moscou - Rome	Massy	91377
473486	Bois Perrier RER	Rosny-sous-Bois	93064
51343	La Tremblaie	Le Plessis-Pâté	91494
43774	Les Petits Bois	Bondoufle	91086
43037	Gabriel Jaillard	Bondoufle	91086
42226	Arnaud Massy	Bondoufle	91086
44070	Malesherbes - Courcelles	Paris 8e	75108
46336	Blumenthal	Saint-Denis	93066
463885	Courcelles	Paris 17e	75117
50776	Beethoven - Concorde	Vitry-sur-Seine	94081
45530	Gérard de Nerval	Paris 18e	75118
54041	Pré Rollet	Maule	78380
415513	César Franck	Fontenay-le-Fleury	78242
484015	Collège Hubert Robert	Méréville	91390
48582	Pré aux Bois	Vaucresson	92076
49520	Eglise	Aubepierre-Ozouer-le-Repos	77010
59103	Villeneuve	Villeneuve-sur-Auvers	91671
53076	Ormoy Village	Ormoy-la-Rivière	91469
53067	Terrasse	Saclas	91533
44147	Mondésir	Guillerval	91294
53033	Mesnil Racoin	Villeneuve-sur-Auvers	91671
53014	Francs Bourgeois	Cheptainville	91156
424206	La Touche	Saint-Maurice-Montcouronne	91568
478565	Les Petits Prés	Dourdan	91200
462000	Marbrerie	Saclas	91533
47079	Piscine	Dourdan	91200
478613	Avenue de Paris	Dourdan	91200
49893	Chapelle Saint Laurent	Dourdan	91200
48744	Rond-Point du Golf	Forges-les-Bains	91249
57649	Foyer	Corbreuse	91175
55077	L'Orme Gras	Vaugrigneuse	91634
42319	Berchevilliers	Saint-Maurice-Montcouronne	91568
53077	Ancienne Gare / Bierville	Saclas	91533
42304	Bel Air	Fontenay-lès-Briis	91243
43869	Lycée Jules Verne	Limours	91338
53221	CFA	Ormoy-la-Rivière	91469
42711	Collège Michel Vignaud	Limours	91338
54860	Allainville aux Bois	Allainville	78009
482445	Rue du Bel-Air	Dourdan	91200
52968	Église	Méréville	91390
45653	Vignoles	Paris 20e	75120
473621	Gare de Vitry sur Seine	Vitry-sur-Seine	94081
58211	Voltaire	Puteaux	92062
473770	Voltaire - Léon Blum	Paris 11e	75111
50658	Wilson - Courcelles	Paris 17e	75117
58341	Wilson - Gabriel Péri	Montreuil	93048
58134	Zilina	Nanterre	92050
44368	Place Besche	Rueil-Malmaison	92063
45091	Zurich	Rueil-Malmaison	92063
473142	Gare de Nangis	Nangis	77327
473505	Gare de Longueville	Longueville	77260
46297	Rue Yves Léger	Choisy-le-Roi	94022
46119	Stade Géo André	La Courneuve	93027
411387	Ormoy-Villers	Ormoy-Villers	60479
45714	Saint-Simon	Créteil	94028
56513	Sablière	Limeil-Brévannes	94044
56434	Marc Seguin	Villeneuve-Saint-Georges	94078
56545	Hôtel de Ville	Valenton	94074
56428	HBM	Villeneuve-Saint-Georges	94078
56542	Couperin	Villeneuve-Saint-Georges	94078
42481	Centre Commercial Boissy 2	Boissy-Saint-Léger	94004
45749	Rosenberg	Évry	91228
43895	Lyon - Ledru Rollin	Paris 12e	75112
58735	Daumesnil - Ledru Rollin	Paris 12e	75112
46376	Hôtel de Ville / Mairie	Vitry-sur-Seine	94081
483734	Verdun - Marquès	Ivry-sur-Seine	94041
463857	Gare Montparnasse	Paris 15e	75115
462881	Parc Pierre Lagravère	Colombes	92025
49832	Campus	Moussy-le-Vieux	77323
58779	Fresnes les Groux / Marché Nord	Fresnes	94034
58072	Pointe Ringale	Saint-Germain-lès-Corbeil	91553
424101	Parc Église	Lieusaint	77251
57553	Cimetière	Combs-la-Ville	77122
53438	Marrache	Combs-la-Ville	77122
53445	Place de l'An 2000	Combs-la-Ville	77122
53454	Place du Colombier	Lieusaint	77251
53468	Château de la Barrière / Quatre Chemins	Lieusaint	77251
53481	Cité du Parc	Moissy-Cramayel	77296
